amount_requested,days_since_incident,prior_claims_count,doc_confidence_score,consistency_score,has_police_report,has_medical_certificate,has_death_certificate,has_repair_estimate,document_count,policy_number_extracted,amount_vs_policy_limit_ratio,incident_on_weekend,submission_within_7_days,name_mismatch,date_mismatch,decision,claim_type_Multi-vehicle Collision,claim_type_Parked Car,claim_type_Single Vehicle Collision,claim_type_Vehicle Theft
72000.0,4,0,0.8924155130413362,0.7783610825506994,1,0,0,0,1,1,4.6093,0,1,0,0,ESCALATE,1,0,0,0
65070.0,52,0,0.7014678593154033,0.7094506665126663,0,1,1,0,2,1,3.7357,0,0,0,0,ESCALATE,1,0,0,0
8800.0,46,0,0.7466343349110746,0.9988498000630844,0,0,0,0,0,1,0.9559,0,0,0,0,APPROVE,0,1,0,0
6120.0,26,0,0.85913279891631,0.7704725208943892,0,1,0,0,1,1,0.3146,0,0,0,0,APPROVE,0,0,0,1
7080.0,55,0,0.9006496073308811,0.7805548097318702,0,1,0,0,1,1,0.5627,0,0,0,0,APPROVE,0,0,0,1
34320.0,36,0,0.8890687652557541,0.6654495284766676,1,1,0,1,3,1,1.8592,1,0,0,0,APPROVE,1,0,0,0
53460.0,34,0,0.7650380997435623,0.9179238194999717,0,1,0,0,1,1,3.6586,0,0,1,0,REJECT,1,0,0,0
81360.0,39,0,0.9065319741907854,0.8774728903125955,0,1,0,1,2,1,4.9756,0,0,0,0,REJECT,0,0,1,0
81070.0,23,0,0.768802235374072,0.6883078451155041,1,1,0,0,2,1,5.2816,0,0,0,0,REJECT,1,0,0,0
63120.0,53,0,0.7943659124661876,0.6329524182463371,0,1,0,0,1,1,5.6882,0,0,0,0,APPROVE,0,0,1,0
7200.0,19,0,0.916482507484227,0.8721997208298853,0,1,0,0,1,1,0.5886,0,0,0,0,APPROVE,0,0,0,1
70290.0,6,0,0.8883935407236923,0.861804485712454,0,1,1,0,2,1,4.4557,0,1,0,0,REJECT,0,0,1,0
60190.0,51,0,0.9462747890433116,0.7093038107992837,0,1,0,0,1,1,3.3104,0,0,0,0,APPROVE,1,0,0,0
61380.0,7,0,0.8907077387670995,0.9803454249001642,1,1,0,1,3,1,3.1015,1,1,0,0,REJECT,0,0,1,0
28100.0,8,0,0.8648094949672868,0.6604231567123601,0,1,0,0,1,1,1.6138,1,0,0,0,APPROVE,0,0,1,0
49060.0,25,0,0.7271656826701468,0.7729339204170408,0,0,0,1,1,1,4.1783,0,0,0,0,ESCALATE,0,0,1,0
57060.0,53,0,0.8066375828872356,0.9774463680670396,0,1,0,0,1,1,3.968,0,0,0,0,ESCALATE,1,0,0,0
77880.0,43,0,0.7769086866277004,0.7678909267704489,1,0,0,0,1,1,6.4691,1,0,0,0,ESCALATE,1,0,0,0
73500.0,32,0,0.7707569965799342,0.8554103790656342,1,0,0,1,2,1,5.0536,0,0,0,0,ESCALATE,0,0,1,0
88920.0,7,0,0.9821730608782092,0.7590377591851177,0,1,0,1,2,1,5.9616,1,1,0,0,APPROVE,1,0,0,0
47630.0,13,0,0.8139983401533605,0.7096860809394681,0,0,0,0,0,1,3.7693,0,0,0,0,REJECT,0,0,1,0
59040.0,12,0,0.9586935010013629,0.9935910591839313,0,1,0,1,2,1,2.905,0,0,0,0,ESCALATE,1,0,0,0
79530.0,51,0,0.8830302015392062,0.7637336025260172,0,0,0,0,0,1,3.2367,0,0,0,0,APPROVE,0,0,1,0
53680.0,20,0,0.930495278027078,0.9576396814716538,1,0,0,0,1,1,4.1278,0,0,0,0,ESCALATE,0,0,1,0
33550.0,13,0,0.8457647570005057,0.6919818423564345,1,1,0,0,2,1,2.4559,0,0,0,0,APPROVE,0,0,1,0
69100.0,11,0,0.8673021265416441,0.6852418816100333,1,1,1,0,3,1,5.3685,0,0,0,0,ESCALATE,1,0,0,0
79750.0,49,0,0.8428301312074705,0.6124536331538045,0,1,0,0,1,1,5.4517,1,0,0,0,ESCALATE,1,0,0,0
53600.0,25,0,0.7566204664614329,0.860666730150354,1,0,0,0,1,1,3.2561,0,0,0,0,REJECT,1,0,0,0
76560.0,38,0,0.9095111134258365,0.7474105374895045,0,1,0,0,1,1,4.2358,0,0,0,0,APPROVE,1,0,0,0
41130.0,50,0,0.7814239851078482,0.9457432999358548,0,1,0,1,2,1,3.239,1,0,0,0,ESCALATE,0,0,1,0
78650.0,50,0,0.7070516302651215,0.7892839626766228,0,1,1,0,2,1,7.0313,1,0,0,1,REJECT,1,0,0,0
71060.0,13,0,0.8871869658130787,0.9872773711658887,0,1,0,0,1,1,3.6819,0,0,0,0,ESCALATE,0,0,1,0
38830.0,21,0,0.7513620970280441,0.6742102062812484,0,1,0,1,2,1,1.872,1,0,0,0,APPROVE,0,0,1,0
53500.0,34,0,0.9727329894623451,0.9474492671822443,1,0,0,0,1,1,2.9361,0,0,0,0,ESCALATE,0,0,1,0
73700.0,28,0,0.9766392873307503,0.9106387411166967,0,1,0,1,2,1,3.9876,1,0,0,0,REJECT,0,0,1,0
6300.0,27,0,0.96531067316393,0.9083687378576208,1,1,0,0,2,1,0.5439,0,0,0,0,APPROVE,0,1,0,0
65400.0,23,0,0.8073460230740789,0.937913291246755,0,1,1,0,2,1,4.262,0,0,1,0,ESCALATE,1,0,0,0
3200.0,59,0,0.7044824187933715,0.9044095963771995,0,1,0,1,2,1,0.3445,0,0,0,0,APPROVE,0,0,0,1
75400.0,41,0,0.9692123831504403,0.8504881286525661,1,0,0,1,2,1,4.1001,0,0,0,0,REJECT,0,0,1,0
58140.0,43,0,0.8241734030120211,0.652497951072955,1,0,0,1,2,1,3.6142,1,0,0,0,APPROVE,0,0,1,0
98670.0,28,0,0.9803298975226642,0.6130104717965007,0,0,0,0,0,1,6.336,1,0,0,0,REJECT,1,0,0,0
5900.0,58,0,0.9794497933558833,0.9683391391262748,0,0,0,0,0,1,1.1346,0,0,0,0,APPROVE,0,1,0,0
64100.0,9,0,0.9473727420855345,0.8466601258082952,1,1,0,0,2,1,5.2086,0,0,0,0,ESCALATE,0,0,1,0
55440.0,24,0,0.7853901787001798,0.9186149163904705,0,0,0,1,1,1,3.6528,0,0,0,0,REJECT,1,0,0,0
80850.0,2,0,0.8116783412945583,0.7926089406050201,0,1,0,0,1,1,4.6148,0,1,0,0,REJECT,1,0,0,0
7480.0,33,0,0.9468296347398885,0.6469232755849578,0,1,0,1,2,1,0.5032,0,0,0,0,APPROVE,0,0,0,1
53640.0,34,0,0.7919073814953205,0.6500743168810201,0,1,0,0,1,1,4.2541,0,0,0,0,REJECT,0,0,1,0
63250.0,47,0,0.7491528965389668,0.8742261148915885,0,1,0,0,1,1,3.0793,0,0,0,0,REJECT,1,0,0,0
59040.0,46,0,0.8614723661129216,0.7721223579597851,0,0,0,0,0,1,5.6857,0,0,0,0,ESCALATE,1,0,0,0
50500.0,7,0,0.9714848845066264,0.6802098906801347,1,1,0,1,3,1,3.6483,1,1,0,0,ESCALATE,1,0,0,0
57690.0,43,0,0.9018486410357421,0.7966378186965748,0,0,0,1,1,1,3.7522,1,0,0,0,REJECT,0,0,1,0
5940.0,27,0,0.8653177393259158,0.6256835748300537,1,1,0,1,3,1,0.3686,0,0,0,0,APPROVE,0,0,0,1
47790.0,53,0,0.7281811831935229,0.8327885607657595,1,0,0,0,1,1,2.7593,0,0,0,0,REJECT,1,0,0,0
3850.0,27,0,0.8783520957427592,0.7075973617740391,0,0,0,0,0,1,0.1968,0,0,0,0,APPROVE,0,1,0,0
59000.0,22,0,0.9871156165302364,0.9190236402548753,0,1,0,0,1,1,4.3354,1,0,0,0,REJECT,0,0,1,0
70600.0,42,0,0.7406243644185919,0.7241447835694295,0,0,0,0,0,1,3.9648,1,0,0,0,REJECT,1,0,0,0
61490.0,50,0,0.8503155991854836,0.7820880596327204,0,1,0,0,1,1,3.9276,1,0,0,0,APPROVE,1,0,0,0
57640.0,30,0,0.9544381908591071,0.6046482159632403,1,1,0,0,2,1,4.6374,0,0,0,0,APPROVE,0,0,1,0
6890.0,35,0,0.9148228991487193,0.6289787551178235,0,1,0,0,1,1,0.4098,1,0,0,0,APPROVE,0,0,0,1
53280.0,31,0,0.9021345648886276,0.7569974225626739,0,1,0,0,1,1,2.6659,0,0,0,0,REJECT,1,0,0,0
78300.0,5,0,0.9037203843562617,0.7919755338868494,0,0,0,0,0,1,9.9823,0,1,0,0,APPROVE,1,0,0,0
41490.0,56,0,0.8042524338537289,0.8400082192477215,0,0,0,1,1,1,3.201,1,0,0,0,ESCALATE,1,0,0,0
68970.0,4,0,0.7851416348367031,0.7166650314837213,1,1,1,1,4,1,4.2695,0,1,0,0,ESCALATE,1,0,0,0
85300.0,33,0,0.9347147350887689,0.877992754450617,1,1,0,0,2,1,4.4719,0,0,0,0,APPROVE,1,0,0,0
3080.0,10,0,0.9349328844569624,0.9440489588756819,0,0,0,0,0,1,0.2051,0,0,0,0,APPROVE,0,1,0,0
71760.0,29,0,0.9514509723882301,0.91194039555734,0,1,0,1,2,1,5.5216,1,0,0,0,REJECT,1,0,0,0
59700.0,42,0,0.9648397602413767,0.6158475301393428,0,1,0,0,1,1,5.1047,1,0,0,0,APPROVE,1,0,0,0
64920.0,50,0,0.8482892956696719,0.7922027789031316,0,0,0,0,0,1,3.8647,1,0,1,0,APPROVE,1,0,0,0
37530.0,32,0,0.8454397254592878,0.64197207136727,0,0,0,0,0,1,2.3915,0,0,0,0,ESCALATE,1,0,0,0
64080.0,13,0,0.9315056019003648,0.696818006345011,0,1,0,1,2,1,4.3797,0,0,0,0,ESCALATE,1,0,0,0
60390.0,21,0,0.8884895399255519,0.9946650373068586,0,1,0,0,1,1,3.5659,1,0,0,0,REJECT,0,0,1,0
64350.0,40,0,0.903570394404734,0.6569982171606052,1,0,0,0,1,1,7.7219,0,0,0,0,REJECT,1,0,0,0
70900.0,23,0,0.9307798741364692,0.7995552613805424,1,1,0,1,3,1,5.8686,0,0,0,0,APPROVE,1,0,0,0
46560.0,36,0,0.9581015491270942,0.8472622937272476,0,1,0,0,1,1,2.7279,1,0,0,0,APPROVE,1,0,0,0
4730.0,46,0,0.7980185954869453,0.8809859882176416,0,1,0,0,1,1,0.2923,0,0,0,0,REJECT,0,0,0,1
6820.0,11,0,0.8089190562655837,0.8238594733947656,1,0,0,1,2,1,0.432,0,0,0,0,APPROVE,0,0,0,1
59900.0,50,0,0.727254762553852,0.6039083389676735,0,0,0,0,0,1,3.5477,1,0,0,0,REJECT,0,0,1,0
79560.0,16,0,0.8677012408888904,0.7305845232975967,1,1,0,0,2,1,4.7747,0,0,0,0,ESCALATE,1,0,0,0
70290.0,12,0,0.7104232594010551,0.8070846573538846,0,0,0,1,1,1,4.4688,0,0,0,0,ESCALATE,0,0,1,0
63910.0,53,0,0.8350234252584134,0.6351465996579333,0,1,1,1,3,1,5.3013,0,0,1,0,ESCALATE,1,0,0,0
6400.0,31,0,0.8573669440651972,0.7402507724836723,0,1,0,0,1,1,0.4699,0,0,0,0,APPROVE,0,0,0,1
66780.0,16,0,0.7830969631172024,0.6132812435165466,1,1,0,1,3,1,4.6608,0,0,0,0,REJECT,0,0,1,0
8760.0,28,0,0.8713416455650131,0.6314313988620083,0,0,0,0,0,1,0.5848,1,0,0,0,APPROVE,0,1,0,0
94160.0,31,0,0.7088450724823243,0.7587693104806384,0,0,0,1,1,1,5.8621,0,0,0,0,ESCALATE,0,0,1,0
51570.0,23,0,0.7108309747372722,0.6530863016172241,0,0,0,0,0,1,5.4939,0,0,0,0,ESCALATE,1,0,0,0
52700.0,32,0,0.9385541625913009,0.8270163393046233,0,1,0,0,1,1,3.2129,0,0,0,0,REJECT,1,0,0,0
101010.0,39,0,0.8044552860092662,0.8757859876549063,0,1,0,1,2,1,6.5978,0,0,0,0,APPROVE,0,0,1,0
53400.0,44,0,0.7368475486690466,0.9202346796436331,1,1,0,0,2,1,4.0801,0,0,0,1,REJECT,1,0,0,0
72120.0,12,0,0.8514505454158933,0.6800600976979241,0,1,0,0,1,1,4.5324,0,0,0,0,ESCALATE,0,0,1,0
77100.0,28,0,0.9232981303985971,0.6669930329036279,1,1,0,1,3,1,6.6069,1,0,0,0,APPROVE,1,0,0,0
3300.0,4,0,0.7625880979740844,0.6418271361337601,0,1,0,0,1,1,0.3411,0,1,0,0,APPROVE,0,1,0,0
5940.0,3,0,0.8806382379875101,0.8545720998174546,0,1,0,1,2,1,0.3495,0,1,0,0,APPROVE,0,1,0,0
63720.0,23,0,0.7247507648481927,0.8825902905947605,0,1,0,0,1,1,4.8377,0,0,0,0,ESCALATE,1,0,0,0
7680.0,26,0,0.7149876991388961,0.6126344579302568,0,1,0,0,1,1,0.6753,0,0,0,0,APPROVE,0,0,0,1
93730.0,33,0,0.8540928431547629,0.9744848984974759,0,1,0,1,2,1,7.6672,0,0,0,1,ESCALATE,1,0,0,0
87300.0,39,0,0.8567841852669309,0.6207885134605889,0,0,0,1,1,1,5.1937,0,0,0,0,ESCALATE,1,0,0,0
5670.0,36,0,0.8848546714344798,0.8165185341204282,0,0,0,0,0,1,0.4089,1,0,0,0,APPROVE,0,1,0,0
65800.0,43,0,0.9105664867795719,0.8836242077803665,0,0,0,1,1,1,3.9536,1,0,0,0,APPROVE,1,0,0,0
36720.0,6,0,0.982997103044135,0.9483876494984342,1,1,0,0,2,1,3.3432,0,1,0,0,REJECT,0,0,1,0
52800.0,51,0,0.8497271010073466,0.8856347728529711,1,1,0,0,2,1,3.5497,0,0,0,0,REJECT,0,0,1,0
59100.0,14,0,0.7936573771529613,0.9206912332279167,1,1,0,0,2,1,3.6043,1,0,0,0,REJECT,1,0,0,0
77440.0,44,0,0.930603996482924,0.7357800770171224,1,1,0,0,2,1,5.9397,0,0,0,0,ESCALATE,1,0,0,0
45700.0,46,0,0.7785413528660015,0.9259300454986049,0,1,1,0,2,1,3.0519,0,0,0,0,ESCALATE,1,0,0,0
80740.0,59,0,0.8273017120046344,0.63204593855387,1,1,0,0,2,1,5.1254,0,0,0,0,REJECT,1,0,0,0
31350.0,13,0,0.7227523505892571,0.9579266624242111,0,0,0,0,0,1,3.4122,0,0,0,0,REJECT,1,0,0,0
35000.0,56,0,0.7073517155904826,0.8190369504614945,0,0,0,0,0,1,2.1973,1,0,0,0,ESCALATE,0,0,1,0
68000.0,48,0,0.9791680402565983,0.9269191079849974,0,1,1,0,2,1,4.2334,0,0,0,0,ESCALATE,1,0,0,0
84500.0,52,0,0.9424342349485397,0.7809273138073201,0,1,0,1,2,1,5.3483,0,0,1,0,APPROVE,1,0,0,0
75500.0,38,0,0.9018325197671724,0.85743107807861,0,1,0,0,1,1,4.8908,0,0,0,0,APPROVE,0,0,1,0
90600.0,47,0,0.8185963538801382,0.8105610643744453,0,1,0,0,1,1,5.5022,0,0,0,0,ESCALATE,1,0,0,0
64320.0,42,0,0.7502553528205452,0.8926358087021327,0,1,0,1,2,1,3.7022,1,0,0,0,ESCALATE,1,0,0,0
31700.0,41,0,0.7453667423746149,0.6326519928122358,0,1,0,0,1,1,2.9244,0,0,0,0,APPROVE,1,0,0,0
74280.0,29,0,0.7725704404677326,0.6241408335962255,1,0,0,1,2,1,4.256,1,0,0,0,REJECT,0,0,1,0
80520.0,23,0,0.8592757327647749,0.6988412936040586,1,0,0,1,2,1,4.1848,0,0,0,0,ESCALATE,0,0,1,0
63600.0,25,0,0.907232817583018,0.6638178720452753,1,0,0,1,2,1,3.2785,0,0,0,0,ESCALATE,1,0,0,0
32800.0,58,0,0.891457239248142,0.9487134266368806,1,1,0,0,2,1,1.6958,0,0,0,0,ESCALATE,0,0,1,0
44190.0,3,0,0.7811808301143234,0.6876855949432177,0,0,0,0,0,1,4.1417,0,1,0,0,ESCALATE,1,0,0,0
50400.0,21,0,0.9769109313923263,0.9903461023276525,0,1,0,1,2,1,3.3544,1,0,0,0,REJECT,1,0,0,0
88400.0,22,0,0.9139901058417729,0.7347583167084427,1,1,0,1,3,1,7.3995,1,0,1,0,ESCALATE,1,0,0,0
66550.0,12,0,0.8607626752283062,0.6728471662754797,0,0,0,1,1,1,4.1144,0,0,0,0,ESCALATE,1,0,0,0
65780.0,48,0,0.8773990164079621,0.9158794028569917,0,0,0,1,1,1,3.1795,0,0,0,0,APPROVE,1,0,0,0
51810.0,28,0,0.821684018104059,0.8634831102003504,1,0,0,0,1,1,3.1288,1,0,0,0,REJECT,1,0,0,0
55660.0,26,0,0.7718419869553357,0.7992782865812555,0,1,0,0,1,1,2.9835,0,0,0,0,REJECT,0,0,1,0
44640.0,8,0,0.8032320768088659,0.8221454203750524,0,1,0,0,1,1,2.6997,1,0,0,0,ESCALATE,0,0,1,0
77660.0,51,0,0.9197753720346671,0.8876807113089056,0,1,0,0,1,1,4.9277,0,0,0,0,REJECT,1,0,0,0
5640.0,13,0,0.7041741117026291,0.6913818965325195,0,1,0,0,1,1,0.3733,0,0,0,0,APPROVE,0,1,0,0
3190.0,25,0,0.7336610657470056,0.9985335664226968,0,1,0,0,1,1,0.1938,0,0,0,0,APPROVE,0,1,0,0
53440.0,5,0,0.7133407661863083,0.9899172648587132,1,0,0,0,1,1,3.1826,0,1,0,0,ESCALATE,0,0,1,0
65250.0,28,0,0.7118113526725013,0.8601302745387747,1,0,0,0,1,1,5.1202,1,0,0,0,APPROVE,0,0,1,0
44280.0,24,0,0.948083569363192,0.679816980371658,0,1,0,0,1,1,2.7024,0,0,0,0,APPROVE,1,0,0,0
70290.0,53,0,0.9040607792202069,0.8720912969725165,0,1,1,1,3,1,6.5491,0,0,0,0,ESCALATE,0,0,1,0
87100.0,23,0,0.8375104104353243,0.6288793635916703,1,1,0,0,2,1,7.5869,0,0,0,0,APPROVE,0,0,1,0
50380.0,39,0,0.7283719065887904,0.6122610008823224,0,1,0,0,1,1,3.7355,0,0,0,0,ESCALATE,1,0,0,0
64800.0,0,0,0.8425686037838813,0.7030731554044855,0,1,1,1,3,1,4.9768,1,1,0,0,REJECT,1,0,0,0
70400.0,5,0,0.837306813526364,0.7850491826957265,0,1,0,1,2,1,4.0816,0,1,0,0,APPROVE,0,0,1,0
57860.0,27,0,0.7502285422739043,0.9473090021633522,1,1,0,0,2,1,4.8788,0,0,0,0,REJECT,0,0,1,0
6240.0,29,0,0.8258169782790121,0.8908676279065232,0,0,0,0,0,1,0.4197,1,0,0,0,APPROVE,0,0,0,1
66600.0,51,0,0.8155663729752383,0.8970826084799923,0,1,1,0,2,1,4.0083,0,0,0,0,REJECT,0,0,1,0
70920.0,6,0,0.8785965284351427,0.7701973337792302,1,0,0,1,2,1,3.7052,0,1,0,0,APPROVE,0,0,1,0
39480.0,32,0,0.8841771587516167,0.7383739970187851,1,1,0,1,3,1,2.917,0,0,0,0,APPROVE,0,0,1,0
63240.0,46,0,0.7131381628338929,0.748415505193841,1,1,1,0,3,1,5.6685,0,0,0,0,ESCALATE,0,0,1,0
67650.0,26,0,0.8086376582416767,0.9950598254944232,0,1,0,1,2,1,3.0812,0,0,0,0,ESCALATE,1,0,0,0
74200.0,12,0,0.8814993755571285,0.6160436765649929,0,1,0,0,1,1,6.8347,0,0,0,0,REJECT,0,0,1,0
64900.0,30,0,0.8459095149882254,0.9468125984489795,0,1,0,1,2,1,4.3481,0,0,0,0,APPROVE,0,0,1,0
35900.0,26,0,0.9483820539446135,0.8314701634289574,0,1,0,0,1,1,2.9019,0,0,0,0,REJECT,1,0,0,0
52200.0,26,0,0.891021153169494,0.7754461676758362,0,1,0,0,1,1,3.3851,0,0,0,0,APPROVE,0,0,1,0
78000.0,29,0,0.7472509838536145,0.8901030641660546,0,0,0,0,0,1,5.3429,1,0,0,0,APPROVE,0,0,1,0
67200.0,23,0,0.7204649367461247,0.7946675765698812,0,0,0,1,1,1,5.7955,0,0,0,0,APPROVE,1,0,0,0
63250.0,23,0,0.8863015906798315,0.9493692952326642,0,0,0,0,0,1,4.3808,0,0,0,0,ESCALATE,0,0,1,0
68760.0,31,0,0.7076882800570703,0.9602807456045034,1,1,0,1,3,1,4.7273,0,0,0,0,ESCALATE,1,0,0,0
65040.0,53,0,0.8698749185693043,0.7686883707493821,0,0,0,1,1,1,3.4436,0,0,0,0,APPROVE,1,0,0,0
82800.0,40,0,0.9726667700132376,0.7107311188940206,0,1,0,0,1,1,4.2866,0,0,0,0,REJECT,0,0,1,0
61700.0,1,0,0.8668875115840049,0.8369401314373449,1,1,0,0,2,1,4.6846,1,1,0,0,ESCALATE,0,0,1,0
78100.0,25,0,0.8125692785998914,0.9649453382466764,1,1,0,1,3,1,4.0208,0,0,0,0,REJECT,1,0,0,0
65520.0,48,0,0.8865535833482824,0.6842648756022667,0,1,0,1,2,1,5.9176,0,0,0,0,REJECT,1,0,0,0
4500.0,1,0,0.8328933382425399,0.8491866334253931,0,0,0,1,1,1,0.2794,1,1,0,0,APPROVE,0,1,0,0
42700.0,52,0,0.8582288689016211,0.8526240880370082,0,0,0,0,0,1,2.9777,0,0,0,0,REJECT,1,0,0,0
5580.0,35,0,0.9730247945451923,0.8932452089661124,1,1,0,0,2,1,0.4675,1,0,0,1,REJECT,0,1,0,0
3600.0,3,0,0.8119697649622245,0.6526270740509039,0,0,0,0,0,1,0.2856,0,1,0,0,REJECT,0,1,0,0
2800.0,26,0,0.9787452635089351,0.8863299858728354,0,1,0,0,1,1,0.1776,0,0,0,0,APPROVE,0,0,0,1
54000.0,29,0,0.9625516861672585,0.9636130082662564,1,1,0,0,2,1,4.0824,1,0,0,0,APPROVE,0,0,1,0
48950.0,28,0,0.756779429088896,0.6718732435480967,0,0,0,0,0,1,3.4401,1,0,0,0,REJECT,0,0,1,0
77800.0,8,0,0.7201147772537979,0.695017329969551,0,0,0,1,1,1,4.2432,1,0,0,0,ESCALATE,1,0,0,0
52560.0,30,0,0.7292256203994537,0.9885580376166558,0,1,0,1,2,1,3.2055,0,0,0,0,ESCALATE,1,0,0,0
44110.0,29,0,0.7052843294389494,0.6723907810837959,1,1,0,0,2,1,2.6183,1,0,0,0,ESCALATE,1,0,0,0
74360.0,47,0,0.7273884586192192,0.9417540373478317,0,1,0,0,1,1,6.683,0,0,0,0,ESCALATE,0,0,1,0
6120.0,13,0,0.8980719642907434,0.7969111425792139,0,1,0,1,2,1,0.328,0,0,0,0,REJECT,0,1,0,0
62280.0,25,0,0.7206447080534664,0.6988924297612709,1,0,0,0,1,1,7.051,0,0,0,0,APPROVE,1,0,0,0
26730.0,22,0,0.7925029327851907,0.9482999605090046,1,1,0,0,2,1,2.2866,1,0,0,0,ESCALATE,1,0,0,0
66200.0,44,0,0.9450138401811419,0.7781221020010662,0,1,0,0,1,1,5.6651,0,0,0,0,ESCALATE,0,0,1,0
45500.0,1,0,0.7067488613633894,0.805926941571876,0,1,0,0,1,1,3.0085,1,1,0,0,ESCALATE,0,0,1,0
53040.0,21,0,0.9361958599507914,0.7436933477599063,0,1,0,0,1,1,3.0191,1,0,0,0,APPROVE,1,0,0,0
50800.0,58,0,0.781737884684286,0.837180340573971,0,1,0,0,1,1,6.8599,0,0,0,0,REJECT,1,0,0,0
44200.0,47,0,0.7342678000102802,0.6654095490340091,0,1,0,0,1,1,2.1359,0,0,0,0,ESCALATE,1,0,0,0
62920.0,53,0,0.9020537779556037,0.7564326146607043,0,1,0,1,2,1,4.515,0,0,0,0,APPROVE,0,0,1,0
49950.0,55,0,0.8823934255661663,0.987764928934115,1,0,0,0,1,1,3.8128,0,0,0,0,REJECT,1,0,0,0
56430.0,1,0,0.9544668839228454,0.703253373080451,1,0,0,1,2,1,3.8894,1,1,0,0,REJECT,0,0,1,0
100210.0,56,0,0.9131706027031269,0.8626946658165169,1,1,0,0,2,1,6.7289,1,0,0,0,APPROVE,0,0,1,0
49140.0,27,0,0.933009469811606,0.730076025689878,1,1,0,0,2,1,2.3304,0,0,0,0,APPROVE,1,0,0,0
66840.0,6,0,0.7817900260456788,0.9093892502746402,0,0,0,0,0,1,6.9431,0,1,0,0,ESCALATE,0,0,1,0
62460.0,19,0,0.7514574676961195,0.6523494642873399,0,1,0,0,1,1,3.8765,0,0,0,0,ESCALATE,0,0,1,0
62810.0,13,0,0.9176782779758489,0.9879284180314178,0,0,0,1,1,1,4.3279,0,0,0,0,ESCALATE,1,0,0,0
54160.0,56,0,0.9339820743875066,0.7815158165534557,0,1,0,1,2,1,3.9531,1,0,0,0,ESCALATE,0,0,1,0
48400.0,30,0,0.9872464911801953,0.6944201853385856,0,0,0,1,1,1,3.7002,0,0,0,0,ESCALATE,0,0,1,0
51480.0,35,0,0.8196591263043136,0.6293986989320051,0,0,0,0,0,1,2.9289,1,0,0,0,ESCALATE,1,0,0,0
51700.0,38,0,0.8078852448799071,0.6679031620350163,0,1,1,0,2,1,3.8516,0,0,0,0,ESCALATE,1,0,0,0
65520.0,59,0,0.9251597586151791,0.807909579422407,0,1,0,0,1,1,4.8879,0,0,0,0,ESCALATE,1,0,0,0
47700.0,15,0,0.7988330266733752,0.7348012705725145,0,1,0,0,1,1,3.1602,1,0,0,0,REJECT,1,0,0,0
5220.0,45,0,0.9699196244250338,0.9315533463530438,0,1,0,1,2,1,0.4018,0,0,0,1,APPROVE,0,0,0,1
73320.0,54,0,0.9489396980344734,0.7723550094647224,0,1,0,0,1,1,5.1267,0,0,0,0,ESCALATE,0,0,1,0
74900.0,21,0,0.8244082679387553,0.6994857090350519,1,0,0,1,2,1,5.0254,1,0,0,0,APPROVE,0,0,1,0
3190.0,12,0,0.9177526096595342,0.846857994641612,1,0,0,0,1,1,0.2471,0,0,0,0,APPROVE,0,0,0,1
76920.0,39,0,0.9188174334845578,0.8827108867541783,1,1,0,0,2,1,6.6091,0,0,0,0,APPROVE,0,0,1,0
77990.0,20,0,0.7299059219624204,0.66681676316038,0,1,0,1,2,1,4.4517,0,0,0,0,ESCALATE,1,0,0,0
59670.0,17,0,0.9617403429370743,0.6670476865153271,0,1,0,1,2,1,3.992,0,0,0,0,ESCALATE,0,0,1,0
44880.0,5,0,0.8465231880098786,0.6146685707734172,0,1,0,1,2,1,2.5568,0,1,0,1,REJECT,1,0,0,0
82830.0,27,0,0.939672665171245,0.8945608060262562,0,0,0,0,0,1,4.9358,0,0,0,0,APPROVE,0,0,1,0
84480.0,15,0,0.7928143842988774,0.865521811048722,0,1,0,0,1,1,5.5449,1,0,0,0,REJECT,0,0,1,0
79800.0,14,0,0.9597017362638981,0.7898523502999255,0,1,1,0,2,1,4.5684,1,0,0,0,ESCALATE,1,0,0,0
53020.0,1,0,0.8128684868329072,0.9376681795876789,1,0,0,0,1,1,3.8747,1,1,0,0,APPROVE,1,0,0,0
24200.0,42,0,0.7031429189292865,0.9222680611800212,0,0,0,0,0,1,1.5158,1,0,0,1,ESCALATE,1,0,0,0
43230.0,54,0,0.9625607731615864,0.8341417457587008,1,1,0,0,2,1,3.0258,0,0,1,0,APPROVE,0,0,1,0
3190.0,41,0,0.7264731362679787,0.9473085122053034,0,1,0,0,1,1,0.2734,0,0,0,0,APPROVE,0,0,0,1
5850.0,43,0,0.7926009549012203,0.6823364840147073,0,0,0,0,0,1,0.4196,1,0,0,0,APPROVE,0,1,0,0
6820.0,17,0,0.9755179704447334,0.6447678477590911,1,1,0,1,3,1,0.5087,0,0,0,0,APPROVE,0,1,0,0
69480.0,18,0,0.9756760726118913,0.7078998446067959,0,1,0,0,1,1,5.2564,0,0,0,0,APPROVE,1,0,0,0
94560.0,8,0,0.8662969875557529,0.6228347424357259,1,1,0,0,2,1,5.1734,1,0,0,0,ESCALATE,1,0,0,0
7800.0,58,0,0.8832327915292417,0.8124678112004128,0,1,0,1,2,1,0.6603,0,0,0,0,APPROVE,0,0,0,1
61270.0,49,0,0.8300492013737127,0.9746422769179846,0,1,0,0,1,1,4.0619,1,0,1,0,ESCALATE,0,0,1,0
