claim_type,amount_requested,doc_confidence_score,consistency_score,days_since_incident,has_police_report,has_medical_cert,prior_claims_count,label
AUTO,20803.79,0.75,0.803,16,0,0,0,APPROVE
AUTO,365866.97,0.566,0.15,32,0,0,6,REJECT
AUTO,438120.25,0.231,0.15,56,0,0,3,REJECT
PROPERTY,22698.88,0.842,0.868,8,1,0,1,APPROVE
AUTO,18249.04,0.916,0.8,2,1,0,0,APPROVE
PROPERTY,899203.38,0.369,0.259,30,0,0,4,REJECT
AUTO,18038.33,0.888,0.962,7,0,0,0,APPROVE
AUTO,447136.73,0.535,0.15,45,0,0,2,REJECT
LIFE_DEATH,1256198.49,0.2,0.15,92,0,0,5,REJECT
AUTO,13185.8,0.75,0.989,6,0,0,1,APPROVE
PROPERTY,26853.21,0.871,0.946,1,1,0,0,APPROVE
LIFE_DEATH,520346.58,0.752,0.646,14,0,1,2,ESCALATE
PROPERTY,22250.7,0.806,0.941,2,1,0,0,APPROVE
AUTO,25663.2,0.75,0.837,3,1,0,1,APPROVE
PROPERTY,71953.23,0.928,0.925,2,1,0,0,APPROVE
LIFE_DEATH,103865.73,0.75,0.991,1,1,1,0,APPROVE
AUTO,49386.7,0.898,0.967,11,1,0,1,APPROVE
AUTO,45054.93,0.882,0.8,22,1,0,0,APPROVE
AUTO,31479.19,0.75,0.8,3,1,0,1,APPROVE
AUTO,18054.61,0.942,0.821,19,1,0,0,APPROVE
AUTO,19524.42,0.836,0.969,1,1,0,0,APPROVE
AUTO,44489.58,0.75,0.905,6,1,0,0,APPROVE
LIFE_DEATH,673805.09,0.334,0.225,51,0,1,5,REJECT
PROPERTY,93367.35,0.75,0.8,2,1,0,1,APPROVE
AUTO,48939.93,0.917,0.988,23,1,0,0,APPROVE
AUTO,16103.26,0.751,0.937,1,0,0,1,APPROVE
LIFE_DEATH,102095.92,0.916,0.899,7,0,1,1,APPROVE
PROPERTY,29697.99,0.959,0.843,20,1,0,0,APPROVE
LIFE_DEATH,232717.59,0.99,0.831,5,0,1,0,APPROVE
LIFE_DEATH,1356478.69,0.2,0.315,67,0,0,4,REJECT
LIFE_DEATH,228337.4,0.75,0.995,4,1,1,0,APPROVE
PROPERTY,457933.3,0.684,0.747,11,0,0,1,ESCALATE
AUTO,19625.01,0.769,0.835,7,1,0,0,APPROVE
AUTO,26394.02,0.832,0.911,6,1,0,0,APPROVE
LIFE_DEATH,274569.93,0.99,0.951,6,0,1,1,APPROVE
AUTO,26775.44,0.966,0.906,3,1,0,0,APPROVE
AUTO,29458.65,0.882,0.956,10,1,0,0,APPROVE
AUTO,29033.92,0.909,0.96,39,1,0,1,APPROVE
AUTO,106655.69,0.713,0.798,44,1,0,2,ESCALATE
AUTO,102783.8,0.274,0.22,45,0,0,2,REJECT
PROPERTY,29518.64,0.887,0.8,6,0,0,0,APPROVE
AUTO,28193.68,0.948,0.972,23,1,0,0,APPROVE
LIFE_DEATH,664172.55,0.728,0.589,85,0,1,2,ESCALATE
PROPERTY,936015.01,0.298,0.273,59,0,0,4,REJECT
PROPERTY,261572.47,0.742,0.709,16,1,0,2,ESCALATE
AUTO,13778.31,0.75,0.964,2,1,0,2,APPROVE
LIFE_DEATH,102569.04,0.836,0.858,1,1,1,0,APPROVE
AUTO,53013.38,0.84,0.969,20,1,0,2,APPROVE
PROPERTY,91914.45,0.888,0.8,10,1,0,1,APPROVE
AUTO,217520.22,0.2,0.172,33,0,0,5,REJECT
PROPERTY,424449.2,0.697,0.791,72,1,0,2,ESCALATE
LIFE_DEATH,169241.97,0.75,0.8,7,0,1,0,APPROVE
PROPERTY,50823.18,0.791,0.965,24,1,0,2,APPROVE
LIFE_DEATH,652387.05,0.701,0.706,45,1,1,2,ESCALATE
LIFE_DEATH,273775.01,0.956,0.843,2,0,1,0,APPROVE
AUTO,21962.29,0.976,0.901,1,1,0,1,APPROVE
LIFE_DEATH,851818.91,0.386,0.15,225,0,0,3,REJECT
PROPERTY,69995.28,0.809,0.917,9,1,0,0,APPROVE
LIFE_DEATH,252985.56,0.764,0.951,1,0,1,0,APPROVE
AUTO,168596.99,0.2,0.481,53,0,0,3,REJECT
AUTO,20291.57,0.75,0.904,5,1,0,1,APPROVE
AUTO,168070.58,0.2,0.601,82,0,0,4,REJECT
AUTO,11083.8,0.916,0.93,6,1,0,2,APPROVE
AUTO,26375.38,0.781,0.883,6,0,0,1,APPROVE
PROPERTY,244888.24,0.39,0.353,44,0,0,4,REJECT
AUTO,103522.02,0.731,0.677,28,1,0,1,ESCALATE
AUTO,34083.96,0.75,0.864,9,1,0,0,APPROVE
LIFE_DEATH,1008124.01,0.415,0.432,83,0,0,5,REJECT
PROPERTY,1047417.37,0.68,0.15,143,0,0,3,REJECT
AUTO,62176.21,0.881,0.8,19,1,0,0,APPROVE
PROPERTY,672232.12,0.212,0.372,37,0,0,3,REJECT
AUTO,306623.43,0.329,0.278,148,0,0,2,REJECT
AUTO,19463.29,0.855,0.8,9,0,0,0,APPROVE
AUTO,72219.81,0.312,0.185,71,0,0,6,REJECT
PROPERTY,79463.46,0.75,0.938,3,1,0,1,APPROVE
AUTO,27747.66,0.854,0.8,27,0,0,0,APPROVE
LIFE_DEATH,616059.19,0.6,0.764,18,1,1,2,ESCALATE
PROPERTY,41311.01,0.772,0.841,21,0,0,1,APPROVE
AUTO,32810.95,0.922,0.894,11,1,0,1,APPROVE
AUTO,7269.54,0.899,0.8,1,1,0,2,APPROVE
AUTO,13561.19,0.75,0.94,1,0,0,1,APPROVE
AUTO,19984.1,0.75,0.926,3,0,0,1,APPROVE
LIFE_DEATH,139399.88,0.75,0.868,5,1,1,0,APPROVE
LIFE_DEATH,110602.43,0.982,0.8,4,1,1,0,APPROVE
PROPERTY,25275.21,0.828,0.967,1,0,0,2,APPROVE
LIFE_DEATH,71377.13,0.97,0.8,8,0,1,0,APPROVE
PROPERTY,121447.95,0.658,0.703,32,0,0,2,ESCALATE
LIFE_DEATH,1351122.27,0.312,0.15,43,0,0,3,REJECT
PROPERTY,208035.87,0.747,0.58,76,0,0,1,ESCALATE
PROPERTY,1096551.46,0.59,0.613,81,0,0,4,REJECT
PROPERTY,40889.08,0.757,0.8,37,1,0,0,APPROVE
AUTO,58309.59,0.846,0.974,14,1,0,0,APPROVE
LIFE_DEATH,241093.17,0.953,0.922,10,0,1,0,APPROVE
AUTO,20690.83,0.869,0.986,2,0,0,0,APPROVE
PROPERTY,37572.99,0.882,0.98,7,0,0,1,APPROVE
PROPERTY,47997.37,0.961,0.878,18,0,0,0,APPROVE
AUTO,23453.48,0.98,0.878,3,1,0,0,APPROVE
AUTO,309066.44,0.31,0.519,91,0,0,5,REJECT
AUTO,110195.33,0.654,0.731,52,1,0,1,ESCALATE
AUTO,16433.3,0.863,0.983,1,1,0,0,APPROVE
PROPERTY,35349.19,0.953,0.949,22,0,0,0,APPROVE
AUTO,26788.19,0.861,0.8,2,0,0,1,APPROVE
AUTO,400127.82,0.452,0.15,63,0,0,4,REJECT
LIFE_DEATH,175817.61,0.865,0.891,7,1,1,0,APPROVE
AUTO,83686.16,0.651,0.716,38,1,0,2,ESCALATE
PROPERTY,55953.9,0.888,0.852,23,1,0,0,APPROVE
LIFE_DEATH,259029.43,0.902,0.99,21,0,1,0,APPROVE
AUTO,29491.38,0.887,0.877,5,1,0,0,APPROVE
PROPERTY,32106.79,0.947,0.8,41,1,0,0,APPROVE
LIFE_DEATH,616046.56,0.464,0.438,42,0,0,4,REJECT
AUTO,16201.56,0.872,0.899,5,1,0,0,APPROVE
LIFE_DEATH,204505.57,0.75,0.8,7,0,1,0,APPROVE
AUTO,201463.85,0.575,0.15,68,0,0,4,REJECT
LIFE_DEATH,83178.94,0.873,0.868,1,0,1,0,APPROVE
PROPERTY,263397.09,0.732,0.644,106,0,0,2,ESCALATE
LIFE_DEATH,275694.01,0.75,0.8,4,0,1,0,APPROVE
PROPERTY,71244.61,0.894,0.962,33,1,0,1,APPROVE
AUTO,224666.17,0.221,0.38,31,0,0,3,REJECT
PROPERTY,496865.41,0.387,0.196,32,0,0,4,REJECT
LIFE_DEATH,1423540.78,0.343,0.493,84,0,0,6,REJECT
LIFE_DEATH,278090.84,0.972,0.964,2,1,1,2,APPROVE
PROPERTY,75202.23,0.864,0.997,27,1,0,2,APPROVE
PROPERTY,73752.55,0.942,0.8,2,1,0,1,APPROVE
AUTO,16124.47,0.92,0.8,5,0,0,1,APPROVE
PROPERTY,411432.43,0.404,0.483,51,0,0,4,REJECT
PROPERTY,386992.21,0.797,0.762,27,1,0,2,ESCALATE
LIFE_DEATH,102989.77,0.778,0.875,10,1,1,2,APPROVE
LIFE_DEATH,280785.97,0.75,0.923,14,1,1,0,APPROVE
AUTO,39262.88,0.804,0.911,15,1,0,0,APPROVE
LIFE_DEATH,653638.26,0.64,0.679,14,1,1,2,ESCALATE
AUTO,72029.59,0.617,0.786,21,0,0,1,ESCALATE
PROPERTY,144223.07,0.732,0.58,29,0,0,2,ESCALATE
AUTO,8722.3,0.75,0.8,7,0,0,0,APPROVE
AUTO,217099.58,0.299,0.151,71,0,0,6,REJECT
LIFE_DEATH,156500.2,0.75,0.926,8,1,1,0,APPROVE
AUTO,14571.06,0.956,0.815,22,0,0,0,APPROVE
AUTO,53107.75,0.75,0.913,2,1,0,0,APPROVE
AUTO,145232.83,0.787,0.653,26,1,0,3,ESCALATE
LIFE_DEATH,263136.86,0.87,0.903,1,1,1,0,APPROVE
PROPERTY,31790.8,0.862,0.871,3,0,0,0,APPROVE
LIFE_DEATH,688811.58,0.702,0.58,85,1,1,1,ESCALATE
LIFE_DEATH,103011.21,0.762,0.816,17,0,1,0,APPROVE
AUTO,25828.45,0.974,0.94,33,0,0,0,APPROVE
AUTO,63470.8,0.794,0.96,1,1,0,0,APPROVE
AUTO,20289.96,0.94,0.999,10,0,0,0,APPROVE
PROPERTY,568063.01,0.746,0.614,25,1,0,2,ESCALATE
PROPERTY,293622.51,0.2,0.384,164,0,0,2,REJECT
AUTO,73037.91,0.733,0.637,94,1,0,1,ESCALATE
PROPERTY,66861.35,0.84,0.8,6,1,0,0,APPROVE
AUTO,223783.23,0.307,0.223,71,0,0,2,REJECT
AUTO,41746.28,0.916,0.801,6,1,0,0,APPROVE
LIFE_DEATH,537891.29,0.741,0.82,16,1,1,3,ESCALATE
AUTO,65802.72,0.677,0.732,12,0,0,3,ESCALATE
PROPERTY,27547.79,0.75,0.97,1,1,0,1,APPROVE
LIFE_DEATH,160008.29,0.99,0.954,9,0,1,1,APPROVE
LIFE_DEATH,1298590.65,0.564,0.205,57,0,0,3,REJECT
AUTO,39652.32,0.917,0.954,35,1,0,1,APPROVE
AUTO,82605.65,0.382,0.479,68,0,0,6,REJECT
AUTO,58618.55,0.636,0.809,59,1,0,2,ESCALATE
PROPERTY,67030.52,0.887,0.8,35,1,0,1,APPROVE
PROPERTY,60816.64,0.75,0.844,12,1,0,1,APPROVE
AUTO,60728.06,0.762,0.924,1,1,0,0,APPROVE
AUTO,12672.8,0.758,0.8,21,0,0,0,APPROVE
AUTO,380625.4,0.448,0.635,30,0,0,5,REJECT
AUTO,20158.13,0.82,0.938,15,1,0,0,APPROVE
AUTO,24544.93,0.966,0.865,16,1,0,0,APPROVE
PROPERTY,838177.48,0.248,0.19,42,0,0,4,REJECT
PROPERTY,39134.2,0.835,0.98,11,0,0,0,APPROVE
AUTO,354895.2,0.213,0.322,49,0,0,6,REJECT
LIFE_DEATH,576158.23,0.648,0.627,20,1,1,1,ESCALATE
PROPERTY,51708.89,0.981,0.963,2,1,0,0,APPROVE
PROPERTY,86770.22,0.75,0.894,10,1,0,0,APPROVE
AUTO,28974.14,0.916,0.886,24,1,0,0,APPROVE
AUTO,88577.53,0.68,0.313,35,0,0,4,REJECT
LIFE_DEATH,1017681.98,0.363,0.543,76,0,0,2,REJECT
PROPERTY,214520.31,0.515,0.33,98,0,0,4,REJECT
PROPERTY,98458.32,0.946,0.8,3,1,0,0,APPROVE
AUTO,25289.91,0.758,0.916,6,1,0,0,APPROVE
PROPERTY,27516.2,0.75,0.894,9,0,0,0,APPROVE
AUTO,23130.35,0.918,0.921,3,0,0,0,APPROVE
AUTO,242890.0,0.312,0.209,69,0,0,6,REJECT
AUTO,101050.27,0.646,0.659,22,0,0,1,ESCALATE
LIFE_DEATH,214184.17,0.922,0.912,17,0,1,0,APPROVE
AUTO,366159.02,0.487,0.43,135,0,0,2,REJECT
PROPERTY,399955.63,0.754,0.676,45,0,0,2,ESCALATE
PROPERTY,76765.77,0.928,0.973,9,1,0,0,APPROVE
PROPERTY,505119.73,0.644,0.721,17,1,0,2,ESCALATE
AUTO,35920.5,0.75,0.899,7,1,0,0,APPROVE
AUTO,19202.47,0.86,0.815,11,1,0,0,APPROVE
PROPERTY,79073.63,0.75,0.972,6,1,0,0,APPROVE
AUTO,23747.55,0.75,0.879,4,1,0,0,APPROVE
AUTO,20999.63,0.903,0.952,1,0,0,0,APPROVE
LIFE_DEATH,725816.44,0.717,0.739,13,1,1,1,ESCALATE
PROPERTY,21560.4,0.935,0.8,4,1,0,0,APPROVE
AUTO,12521.48,0.848,0.967,1,1,0,0,APPROVE
PROPERTY,21464.4,0.893,0.8,25,0,0,0,APPROVE
PROPERTY,102979.59,0.946,0.965,8,1,0,0,APPROVE
LIFE_DEATH,196530.09,0.876,0.984,1,0,1,1,APPROVE
AUTO,30634.35,0.836,0.8,9,1,0,1,APPROVE
AUTO,384857.8,0.218,0.15,67,0,0,6,REJECT
PROPERTY,455123.87,0.352,0.243,45,0,0,2,REJECT
PROPERTY,50247.59,0.89,0.996,13,1,0,1,APPROVE
PROPERTY,164389.38,0.794,0.683,15,0,0,2,ESCALATE
AUTO,54123.48,0.792,0.71,63,0,0,2,ESCALATE
AUTO,33785.67,0.966,0.907,11,1,0,0,APPROVE
AUTO,73599.16,0.812,0.8,7,1,0,1,APPROVE
AUTO,87321.34,0.767,0.702,20,1,0,1,ESCALATE
AUTO,179921.49,0.2,0.338,77,0,0,2,REJECT
PROPERTY,99334.77,0.9,0.861,4,1,0,2,APPROVE
PROPERTY,21246.33,0.945,0.873,9,0,0,0,APPROVE
LIFE_DEATH,611182.69,0.238,0.65,43,0,1,6,REJECT
AUTO,54305.8,0.821,0.865,14,1,0,0,APPROVE
PROPERTY,88651.64,0.881,0.965,2,1,0,0,APPROVE
AUTO,27688.11,0.75,0.975,16,0,0,0,APPROVE
PROPERTY,988228.79,0.2,0.277,302,0,0,4,REJECT
AUTO,19884.41,0.896,0.8,6,1,0,0,APPROVE
PROPERTY,259208.91,0.321,0.304,116,0,0,2,REJECT
LIFE_DEATH,543506.74,0.673,0.67,45,1,1,1,ESCALATE
LIFE_DEATH,705922.37,0.2,0.303,191,0,0,3,REJECT
PROPERTY,56931.72,0.926,0.873,2,1,0,0,APPROVE
AUTO,10923.37,0.99,0.914,10,0,0,0,APPROVE
AUTO,30186.76,0.887,0.8,2,1,0,0,APPROVE
AUTO,141869.15,0.274,0.267,42,0,0,3,REJECT
AUTO,21563.45,0.75,0.907,4,0,0,0,APPROVE
PROPERTY,1174420.66,0.229,0.199,71,0,0,4,REJECT
AUTO,254833.43,0.581,0.193,139,0,0,3,REJECT
AUTO,27337.93,0.75,0.985,1,1,0,0,APPROVE
AUTO,16557.23,0.75,0.941,2,1,0,0,APPROVE
PROPERTY,19307.33,0.859,0.949,7,1,0,1,APPROVE
LIFE_DEATH,231367.04,0.89,0.8,8,1,1,0,APPROVE
PROPERTY,443297.57,0.2,0.361,66,0,0,2,REJECT
PROPERTY,80893.38,0.75,0.845,14,1,0,0,APPROVE
PROPERTY,24533.55,0.951,0.889,8,0,0,0,APPROVE
LIFE_DEATH,205470.49,0.885,0.847,2,1,1,0,APPROVE
AUTO,27080.86,0.878,0.965,11,1,0,1,APPROVE
LIFE_DEATH,223143.2,0.885,0.8,3,1,1,0,APPROVE
AUTO,12875.13,0.927,0.936,14,0,0,1,APPROVE
AUTO,28911.72,0.935,0.8,3,0,0,0,APPROVE
AUTO,38120.19,0.75,0.8,6,1,0,0,APPROVE
AUTO,125804.59,0.803,0.657,18,1,0,2,ESCALATE
AUTO,152095.29,0.2,0.15,85,0,0,2,REJECT
AUTO,163667.16,0.398,0.15,92,0,0,4,REJECT
PROPERTY,64738.27,0.75,0.892,5,1,0,0,APPROVE
LIFE_DEATH,154563.89,0.827,0.891,7,0,1,0,APPROVE
AUTO,21194.87,0.842,0.8,3,0,0,0,APPROVE
LIFE_DEATH,166259.08,0.893,0.919,4,0,1,1,APPROVE
PROPERTY,28253.59,0.879,0.964,2,1,0,0,APPROVE
PROPERTY,116924.64,0.801,0.972,28,1,0,0,APPROVE
PROPERTY,338682.01,0.673,0.777,94,0,0,3,ESCALATE
PROPERTY,49315.89,0.762,0.903,7,1,0,0,APPROVE
AUTO,29412.24,0.96,0.8,3,1,0,0,APPROVE
AUTO,15042.54,0.968,0.951,7,1,0,0,APPROVE
AUTO,44664.25,0.916,0.808,16,1,0,1,APPROVE
AUTO,11597.06,0.75,0.881,1,0,0,0,APPROVE
PROPERTY,21679.15,0.807,0.963,11,1,0,0,APPROVE
PROPERTY,69165.63,0.929,0.961,17,1,0,0,APPROVE
LIFE_DEATH,97595.45,0.75,0.932,24,1,1,0,APPROVE
AUTO,6794.12,0.94,0.938,8,1,0,0,APPROVE
AUTO,133239.6,0.7,0.702,21,0,0,1,ESCALATE
PROPERTY,396577.85,0.669,0.228,36,0,0,4,REJECT
PROPERTY,404988.36,0.724,0.736,48,1,0,1,ESCALATE
PROPERTY,73628.93,0.75,0.8,16,1,0,0,APPROVE
AUTO,274954.68,0.2,0.408,76,0,0,5,REJECT
AUTO,416287.23,0.2,0.15,135,0,0,3,REJECT
PROPERTY,557286.84,0.653,0.794,14,0,0,2,ESCALATE
PROPERTY,806274.15,0.2,0.65,33,0,0,6,REJECT
PROPERTY,42288.36,0.811,0.904,26,0,0,2,APPROVE
PROPERTY,23691.66,0.75,0.915,6,1,0,0,APPROVE
AUTO,71753.35,0.659,0.656,53,0,0,1,ESCALATE
PROPERTY,48608.39,0.897,0.928,15,1,0,0,APPROVE
LIFE_DEATH,162359.19,0.849,0.863,12,0,1,0,APPROVE
PROPERTY,670836.55,0.595,0.585,31,0,0,4,REJECT
AUTO,72021.54,0.761,0.645,42,0,0,2,ESCALATE
AUTO,15622.29,0.884,0.8,1,0,0,0,APPROVE
PROPERTY,835081.06,0.491,0.254,71,0,0,2,REJECT
AUTO,28762.93,0.75,0.978,13,1,0,0,APPROVE
PROPERTY,137880.25,0.757,0.614,11,1,0,3,ESCALATE
AUTO,110873.53,0.85,0.761,40,0,0,1,ESCALATE
AUTO,31387.53,0.75,0.909,2,1,0,0,APPROVE
AUTO,7068.77,0.861,0.849,26,1,0,0,APPROVE
LIFE_DEATH,206472.84,0.966,0.86,60,0,1,0,APPROVE
AUTO,69241.96,0.75,0.823,7,1,0,0,APPROVE
LIFE_DEATH,181660.57,0.75,0.918,8,1,1,0,APPROVE
PROPERTY,821552.57,0.2,0.3,80,0,0,4,REJECT
AUTO,251823.31,0.414,0.15,77,0,0,3,REJECT
AUTO,35553.01,0.83,0.816,5,1,0,0,APPROVE
PROPERTY,263588.47,0.794,0.667,76,0,0,1,ESCALATE
PROPERTY,482324.12,0.718,0.759,35,0,0,2,ESCALATE
AUTO,31162.48,0.895,0.95,8,1,0,1,APPROVE
PROPERTY,27240.81,0.99,0.865,15,0,0,0,APPROVE
AUTO,9744.04,0.867,0.892,1,0,0,1,APPROVE
AUTO,18867.32,0.867,0.963,6,1,0,1,APPROVE
AUTO,45772.35,0.946,0.908,1,1,0,2,APPROVE
LIFE_DEATH,206464.6,0.75,0.938,4,1,1,0,APPROVE
AUTO,31839.69,0.975,0.956,10,1,0,0,APPROVE
LIFE_DEATH,192862.14,0.882,0.946,6,0,1,2,APPROVE
PROPERTY,445717.58,0.239,0.227,45,0,0,5,REJECT
AUTO,22121.56,0.904,0.93,1,1,0,1,APPROVE
AUTO,17298.14,0.846,0.8,14,1,0,0,APPROVE
LIFE_DEATH,787058.87,0.702,0.644,31,0,1,1,ESCALATE
AUTO,6020.92,0.942,0.878,4,1,0,1,APPROVE
AUTO,51271.9,0.97,0.8,6,1,0,1,APPROVE
PROPERTY,54959.19,0.907,0.8,3,1,0,0,APPROVE
AUTO,359464.43,0.232,0.15,147,0,0,3,REJECT
AUTO,5385.06,0.886,0.84,1,1,0,1,APPROVE
LIFE_DEATH,298292.7,0.768,0.935,8,0,1,0,APPROVE
AUTO,73914.28,0.983,0.887,8,1,0,1,APPROVE
AUTO,52382.56,0.657,0.82,88,0,0,2,ESCALATE
PROPERTY,86737.34,0.963,0.817,4,1,0,0,APPROVE
PROPERTY,1126751.47,0.2,0.201,45,0,0,6,REJECT
PROPERTY,457624.21,0.75,0.688,44,0,0,1,ESCALATE
AUTO,132068.73,0.652,0.654,54,1,0,1,ESCALATE
PROPERTY,544197.21,0.702,0.743,13,1,0,3,ESCALATE
PROPERTY,521308.87,0.2,0.296,45,0,0,3,REJECT
LIFE_DEATH,53749.63,0.75,0.839,11,0,1,0,APPROVE
LIFE_DEATH,109358.37,0.815,0.908,7,0,1,0,APPROVE
AUTO,27052.75,0.75,0.923,20,0,0,0,APPROVE
PROPERTY,33951.85,0.975,0.894,15,0,0,1,APPROVE
AUTO,21886.06,0.82,0.835,5,1,0,0,APPROVE
LIFE_DEATH,1465902.06,0.449,0.169,284,0,0,6,REJECT
PROPERTY,126900.56,0.833,0.677,13,0,0,1,ESCALATE
AUTO,47594.6,0.988,0.914,7,1,0,0,APPROVE
LIFE_DEATH,293372.24,0.927,0.939,6,1,1,0,APPROVE
AUTO,40862.16,0.948,0.961,25,1,0,0,APPROVE
AUTO,26635.42,0.93,0.861,1,1,0,0,APPROVE
PROPERTY,31139.34,0.848,0.93,29,1,0,0,APPROVE
AUTO,15133.32,0.971,0.8,6,1,0,0,APPROVE
PROPERTY,236344.52,0.689,0.657,38,0,0,2,ESCALATE
PROPERTY,420768.18,0.744,0.69,54,0,0,3,ESCALATE
LIFE_DEATH,407412.06,0.754,0.721,31,0,1,2,ESCALATE
PROPERTY,46022.8,0.884,0.923,2,0,0,0,APPROVE
AUTO,216127.29,0.2,0.494,52,0,0,3,REJECT
LIFE_DEATH,238077.74,0.903,0.924,4,1,1,1,APPROVE
PROPERTY,32324.41,0.944,0.823,8,1,0,0,APPROVE
AUTO,6559.62,0.99,0.929,1,1,0,0,APPROVE
LIFE_DEATH,135353.06,0.802,0.8,7,0,1,2,APPROVE
AUTO,32576.97,0.853,0.989,3,1,0,0,APPROVE
PROPERTY,1053371.01,0.2,0.15,74,0,0,3,REJECT
PROPERTY,38514.23,0.75,0.949,1,1,0,0,APPROVE
LIFE_DEATH,563966.64,0.69,0.694,12,0,1,2,ESCALATE
PROPERTY,569766.43,0.292,0.15,66,0,0,3,REJECT
AUTO,13006.47,0.933,0.99,3,0,0,0,APPROVE
AUTO,338622.34,0.347,0.15,42,0,0,6,REJECT
PROPERTY,1164626.24,0.309,0.403,213,0,0,2,REJECT
PROPERTY,29601.21,0.795,0.922,3,1,0,0,APPROVE
LIFE_DEATH,704242.95,0.734,0.721,63,0,1,1,ESCALATE
AUTO,14370.78,0.896,0.976,10,0,0,0,APPROVE
PROPERTY,49662.36,0.82,0.924,20,0,0,1,APPROVE
PROPERTY,268409.09,0.253,0.563,67,0,0,5,REJECT
AUTO,47351.73,0.971,0.911,2,1,0,1,APPROVE
AUTO,182093.31,0.258,0.195,191,0,0,6,REJECT
LIFE_DEATH,112878.26,0.834,0.857,1,1,1,0,APPROVE
AUTO,19865.56,0.75,0.965,4,0,0,0,APPROVE
AUTO,23085.19,0.75,0.941,6,0,0,0,APPROVE
AUTO,11703.25,0.75,0.921,8,1,0,2,APPROVE
PROPERTY,652185.67,0.467,0.211,44,0,0,6,REJECT
LIFE_DEATH,506493.26,0.484,0.346,201,0,0,4,REJECT
AUTO,17547.89,0.916,0.976,2,1,0,0,APPROVE
AUTO,236710.39,0.68,0.47,50,0,0,3,REJECT
PROPERTY,39305.25,0.849,0.8,4,0,0,1,APPROVE
PROPERTY,81092.26,0.907,0.956,13,1,0,0,APPROVE
PROPERTY,51307.77,0.845,0.8,30,1,0,1,APPROVE
AUTO,9244.38,0.75,0.908,2,1,0,0,APPROVE
PROPERTY,46509.56,0.926,0.9,4,0,0,0,APPROVE
LIFE_DEATH,181027.89,0.75,0.844,1,1,1,0,APPROVE
AUTO,5649.63,0.808,0.949,9,1,0,0,APPROVE
AUTO,10883.77,0.955,0.992,3,1,0,1,APPROVE
LIFE_DEATH,123981.59,0.75,0.85,1,1,1,0,APPROVE
AUTO,26899.61,0.951,0.995,2,1,0,0,APPROVE
PROPERTY,612193.7,0.2,0.23,126,0,0,2,REJECT
AUTO,53530.91,0.804,0.896,5,1,0,0,APPROVE
PROPERTY,42795.83,0.75,0.949,28,1,0,0,APPROVE
PROPERTY,550744.76,0.773,0.68,21,0,0,1,ESCALATE
PROPERTY,54341.95,0.946,0.984,7,1,0,0,APPROVE
AUTO,31476.48,0.75,0.993,10,1,0,0,APPROVE
AUTO,79510.63,0.625,0.666,58,1,0,2,ESCALATE
PROPERTY,16890.5,0.76,0.938,1,0,0,0,APPROVE
PROPERTY,353938.61,0.642,0.759,21,0,0,2,ESCALATE
PROPERTY,44944.48,0.75,0.947,1,1,0,0,APPROVE
AUTO,28502.82,0.921,0.96,4,1,0,0,APPROVE
AUTO,16494.74,0.75,0.856,11,1,0,1,APPROVE
AUTO,293099.27,0.275,0.58,152,0,0,3,REJECT
PROPERTY,70805.88,0.893,0.889,11,1,0,0,APPROVE
PROPERTY,37066.95,0.965,0.906,17,0,0,0,APPROVE
LIFE_DEATH,219665.02,0.895,0.967,19,1,1,0,APPROVE
PROPERTY,24041.54,0.966,0.827,22,0,0,0,APPROVE
PROPERTY,77783.02,0.99,0.8,22,1,0,2,APPROVE
PROPERTY,984638.44,0.2,0.391,39,0,0,6,REJECT
AUTO,268333.38,0.277,0.163,42,0,0,4,REJECT
AUTO,9430.44,0.75,0.964,5,0,0,0,APPROVE
PROPERTY,18064.86,0.882,0.8,16,1,0,1,APPROVE
LIFE_DEATH,297391.2,0.75,0.915,1,1,1,1,APPROVE
AUTO,22373.94,0.965,0.958,3,1,0,0,APPROVE
PROPERTY,780723.34,0.2,0.15,38,0,0,6,REJECT
AUTO,30579.72,0.875,0.993,1,1,0,0,APPROVE
PROPERTY,33222.16,0.75,0.904,13,1,0,0,APPROVE
AUTO,112761.93,0.627,0.613,18,1,0,2,ESCALATE
AUTO,47191.94,0.75,0.8,1,1,0,0,APPROVE
AUTO,4591.98,0.987,0.94,20,1,0,0,APPROVE
PROPERTY,361929.83,0.85,0.809,62,0,0,2,ESCALATE
PROPERTY,79135.73,0.75,0.935,4,1,0,0,APPROVE
AUTO,32207.47,0.952,0.909,7,1,0,1,APPROVE
AUTO,14597.99,0.828,0.941,24,1,0,1,APPROVE
PROPERTY,696920.9,0.68,0.306,118,0,0,2,REJECT
LIFE_DEATH,345828.39,0.731,0.58,23,0,1,2,ESCALATE
AUTO,27559.97,0.851,0.927,19,1,0,0,APPROVE
PROPERTY,76958.09,0.943,0.924,18,1,0,0,APPROVE
AUTO,368523.47,0.332,0.304,72,0,0,2,REJECT
AUTO,348030.81,0.627,0.184,318,0,0,4,REJECT
AUTO,38393.88,0.989,0.8,4,1,0,0,APPROVE
PROPERTY,22449.53,0.935,0.8,44,1,0,2,APPROVE
LIFE_DEATH,741295.48,0.393,0.15,51,0,1,4,REJECT
LIFE_DEATH,149649.92,0.807,0.956,1,1,1,0,APPROVE
AUTO,171740.14,0.641,0.387,93,0,0,4,REJECT
